company,domain,bucket,campaign,priority,wave,had_email_before,had_phone_before,enriched,has_mobile,source,status
"Bestway Electric Motor Service Co., Inc.",bestwayelectric.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven,office line only
"Brandon & Clark, Inc",brandonclark.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Burford Electric Service, Inc.",burfordinc.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Cascade Machinery & Electric, Inc.",cascade-machinery.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Cec Motor & Utility Services, LLC",cecmotoru.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,,,inven,no owner-title match
Clark-Fowler Electric,clarkfowlerelectric.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Core Electric | Michigan Pump,coreelectric.net,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,non-owner title (VP Ops)
Darby Electric,darbyelectric.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match
"Decatur Industrial Electric, Inc.",decaturindustrial.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Dixie Electro Mechanical Services Inc.,dixieemsi.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match (4 contacts at domain)
"EMS Industrial, Inc.",emsindustrial.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Eemsco, INC.",eemsco.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Electric Motor Shop,electricmotorshop.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Electric Motors Inc.,electricmotorsinc.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no provider coverage
"Electrical Repair Service CO, INC",electricalrepairserviceco.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no provider coverage
"Elite Industrial, LLC.",eliteindustrialllc.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Etheredge Industrial Services,eecmotor.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
First Electric Motor Service,firstelectricmotor.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,office line only
"G. Nelson Electric Motors, Inc. dba Nelson Electric Motor Service / Nelson Electric Motors",nelsonele.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no provider coverage
Hi-Speed Industrial Service,gohispeed.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven,office line only
"Hibbs ElectroMechanical, Inc.",hibbsinc.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Hill's Industrial,hillsindustrial.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no provider coverage
Independent Electric Machinery Company,iemco.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven,no mobile; direct dials only
Industrial Electrical Company,industrialelectricalco.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,no verified email
Ireland Electric Company,ireland-electric.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no owner-title match
Jenkins Electric Company,jenkinselectric.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven,"no phone, no verified email; LinkedIn record shows UK location - verify"
K&G Power Systems,kgpowersystems.com,S7,Motor & Generator Companies,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
Kiemle-Hankins,kiemlehankins.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Litco Automation, INC.",litcoautomation.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no owner-title match
Littlejohn-Reuland Corporation,littlejohn-reuland.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match (3 contacts at domain)
"MNI Diesel, LLC",mnidiesel.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,yes,inven,ok
Mader Electric Motors,maderelectricmotors.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match
Malton Electric Company,maltonelectric.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Matlock Electric Co., Inc.",matlockelectric.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Mielke Electric,mielkeelectric.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no owner-title match (2 contacts on file)
"Moley Magnetics, Inc.",moleymagneticsinc.com,S7,Motor & Generator Companies,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
Northwest Electric Motor Company,northwestmotor.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Ouachita Electric Service,ouachitaelectric.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match (7 contacts at domain)
"Premco, INC.",premcoinc.net,S7,Motor & Generator Companies,campaign-P3,CAMPAIGN,,,yes,yes,inven,non-owner title (VP)
Quality Industrial Services,qualityelectromechanical.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match
"Rapa Electric, Inc.  (Electric Motor Repair Services and New Motor Sales)",rapaelectric.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Scott Armature, LLC",scottarm.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match (5 contacts at domain)
"Sheppard Services, LLC.",sheppardsvs.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Southern Apparatus Services, INC",southernapparatus.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match
Square One Electric Motors and Pumps,sqone.com,S7,Motor & Generator Companies,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
"Stewart's Electric Motor Works, Inc.",semw.net,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,many low-confidence phone numbers on record; mobile list may be over-matched
Sytek Electric Corporation,sytekelectric.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven,office line only; non-owner title
Texas Oil Electric,texasoilelectric.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match
The Flolo Corporation,flolo.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no owner-title match
The Hannon Company,hannonelectric.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,not owner-level title (VP Ops)
"United Industrial Group, Inc.",uigcorp.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Volland Electric Equipment Corp.,volland.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven,office line only
"Power Repair Service, Inc.",powerrepair.net,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no owner-title match
Erwin Services Corporation,erwinsc.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match (1 contact at domain)
Precision Machinery Contractors LLC,precisionmachllc.com,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,yes,inven,non-owner title (project manager)
B & B Electric Motor CO,bbelectricmotor.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,no provider coverage
Bodine Electric of Danville Inc.,bodinedanville.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,,,inven,no owner-title match
C+D Electric Motors,cdelectricmotors.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,yes,inven,ok
Conrey Electric,conreyelectric.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,yes,inven,"OWNERSHIP FLAG: alt emails on teamshares.com - possible Teamshares acquisition, verify before outreach"
Dietz Electric Co Inc,dietzelectric.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,yes,inven,no verified email
"Electric Motor Rewind Of Rupert, Id. Inc",electricmotorrewindofrupert.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,no coverage
"Electric Motors & Drives, Inc.",emd-inc.org,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,no provider coverage
Great Plains Technical Service,greatplainstechnicalservices.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,no provider coverage
"Lonestar Armature, LLC",lsatx.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,yes,inven,ok
Owensboro Electric Motor,owensboroelectricmotor.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,yes,inven,ok
Purser Central Rewinding Co,pursercentral.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,no title match (2 contacts at domain)
"Rocky Mount Electric Motor, LLC",rmemnc.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,yes,inven,ok
Wylie Electric Motor Service,wylieelectric.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,no provider coverage
All Electric Motors,allelectricmotorsla.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,,,inven,no coverage
Bennett Electrical Inc,bennett-electric.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,,,inven,no title match (4 contacts at domain)
Cascade MVS,cascademvs.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,yes,inven,ok
Coastal Machine and Mechanical LLC,coastalmandm.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,yes,inven,ok
Electrical Apparatus & Machine,electricalapparatus.net,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,no owner-title match
Electrical Motor Repair Co,elevatormotor.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,yes,inven,ok
Enyart Electric Motor Repair,enyartelectric.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,yes,inven,ok
HI-TEK Balancing,hitekbalancing.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,no title match
"Industrial Machine Works, Inc.",imworksinc.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,no owner-title match
Kinetic Wind,kineticwind.tech,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,,inven,no phone; not owner-level title (VP)
Lloyd Electric Co. Inc,lloydelectric.net,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,no owner-title match (1 contact on file)
M.C. Electric LLC,mcelectricinc.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,yes,inven,ok
Outage Support Resource,osresource.net,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,ok
ProPump Services,propumpservices.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,yes,inven,ok
Singer Electric Motors-Generators,singerelectric.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,,inven,office line only; non-owner title (marketing mgr)
"Vibra-Analysis, Inc.",vibra-analysis.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,yes,inven,ok
Wilde Electric Motors,wildeelectricmotors.com,S7,Motor & Generator Companies,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,no owner-title match
Premium Power Units Ltd.,ppultd.co.uk,S7,Motor & Generator Companies,campaign-P2,CAMPAIGN,,,yes,,inven,office line only; UK company - likely out of US thesis scope
Burns Electric,burns-electric.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Carolina Power & Signalization,carolinapowerandsignalization.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no coverage
FB Timberline,fbtimberline.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no coverage
Greg A Vietri Inc,gavietri.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 3 contacts, none matched owner titles"
Highlines Construction Co,highlineconstructionmn.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no coverage
"Karian Peterson Powerline Contracting, LLC",karianpeterson.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 2 contacts, none matched owner titles"
"M&M Electrical Contractor, Inc.",mmpowerline.com,T3,Utility Line & Substation,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,office line only; non-owner title; no email
"MDR Construction, Inc.",mdrpowerline.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 30 contacts, none matched owner titles"
Main Electric Limited,mainelectric.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,yes,inven+grata,ok
Main Lite Electric CO,mainliteelectric.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 1 contacts, none matched owner titles"
Outback Power Company,outbackpower.net,T3,Utility Line & Substation,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,no provider coverage
Overhead Lines,ohlines.net,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Petty Line Construction,pettyline.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 4 contacts, none matched owner titles"
Powerserve Technologies,powerservetech.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"SMS Energy Group, Inc.",smsenergygroup.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 2 contacts, none matched owner titles"
"Alvah Group, Inc.",alvahgroup.com,T3,Utility Line & Substation,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
"Battaglia Electric, Inc.",battag.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven,office line only
"Cobalt Civil, LLC",cobaltcivil.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no owner-title match (23 contacts on file)
Dj Electrical,djselectrical.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven,"office line only; non-owner title (Administrator), likely wrong-person match (Australia)"
"Dynamic Utility Solutions, LLC",dynamic2016.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no coverage
"Energy Group, Inc.",energygroupusa.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Everhart & Hoover Power Line Construction INC,everhartandhoover.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no owner-title match (2 contacts on file)
GeoForce Utility Technologies,geoforceutilitytech.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,yes,inven,non-owner title returned (General Foreman)
Heart Utilities,heartutilities.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven,office line only
J&S Inspections Company,jsinspect.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,yes,inven,not owner-level title (VP Marketing/BD)
"Mtv Solutions, INC.",mtvsolutions.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
OneSource Restoration,onesourcerestorationllc.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match
Pierce Powerline Co,piercepowerline.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,yes,inven,"gatekeeper only - EA to CEO, not the owner"
"Preferred Electric, Inc.",preferredelectric.net,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match (20 contacts at domain)
SolPowerlines,solpowerlines.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no owner-title match (9 contacts on file)
Synergy Powerline Construction,synergypowerlineconstruction.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
"Tau Delta Industries, Inc.",taudeltainc.com,T3,Utility Line & Substation,campaign-P3,CAMPAIGN,,,yes,,inven+grata,no owner-title match
Pacific States Utility Company,psuc.net,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match (2 contacts at domain)
Roberson Waite,roberson-waite.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"title_filter_miss: 20 contacts, none matched owner titles"
North American Energy Services Company,americanenergy.us,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven,no email or phone; non-owner title; contact in Mexico - likely wrong match
"Sandhills Utility Services, LLC",sandhillsutility.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven,office line only; no verified email
Texas Elite Electrical Services,texaseliteelectrical.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no owner-title match
Tower Power Group,towerpowergroup.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match (6 contacts at domain)
"Utilitex, LLC",utilitex.com,T3,Utility Line & Substation,campaign-Nurture,CAMPAIGN,,,yes,,inven+grata,office line only; no email
Vince Sigal Electric,sigalutility.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,yes,inven,non-owner title returned (Division Manager)
Koontz Electric Company Inc.,koontzelectric.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,"gatekeeper only - PA to CEO, no phone, no owner returned"
"AGI Construction, Inc.",agiconstruction.com,T3,Utility Line & Substation,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
Anco,ancoholdings.com,T3,Utility Line & Substation,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
CSA Constructors,csaconstructorstx.com,T3,Utility Line & Substation,campaign-P3,CAMPAIGN,,,yes,,inven,no phone; no verified email
Castrejon Incorporated,castrejoninc.com,T3,Utility Line & Substation,campaign-P3,CAMPAIGN,,,yes,,inven+grata,"bad match - Panama-based profile, not the US owner"
Daleo Inc,daleoinc.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven+grata,no title match (7 contacts at domain)
Mission Site Services LLC.,missionsiteservices.com,T3,Utility Line & Substation,campaign-P3,CAMPAIGN,,,yes,,inven+grata,no owner-title match (17 contacts on file)
Pinnacle Power Services Inc.,pinnaclepowersvcs.com,T3,Utility Line & Substation,campaign-P3,CAMPAIGN,,,yes,,inven,office line only; non-owner title (Area Manager)
"Positive Energy, LLC.",wearepositiveenergy.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven,email only - no phone
Royer Brothers,royerbrothers.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,yes,inven,ok
Terrazon Group,terrazongroup.com,T3,Utility Line & Substation,campaign-P2,CAMPAIGN,,,yes,,inven,office line only
Underground Contractors Inc.,undergroundcontractors.com,T3,Utility Line & Substation,campaign-P3,CAMPAIGN,,,yes,,inven,ok
"Waters & Bugbee, Inc.",watersandbugbee.com,T3,Utility Line & Substation,campaign-P3,CAMPAIGN,,,yes,yes,inven,ok
